what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1316595968137
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1316595968137
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1316595968138
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1316595968139
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1316595968139
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1316595968140
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1316595968141
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1316595968142
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1316595968142
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1316595968143
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1316595968143
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1316595968144
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1316595968145
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1316595968146
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1316595968147
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1316595968147
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1316595968148
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1316595968149
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1316595968150
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1316595968150
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1316595968150
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1316595968151
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1316595968151
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1316595968152
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1316595968152
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1316595968153
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1316595968154
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1316595968155
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1316595968155
os,sysinfo,,,"win32",1316595968158
arch,sysinfo,,,"x86_64",1316595968158
ws,sysinfo,,,"win32",1316595968158
locale,sysinfo,,,"da_DK",1316595968158
processors,sysinfo,,,"8",1316595968158
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1316595968158
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1316595968158
java.specification.name,sysinfo,,,"Java Platform API Specification",1316595968158
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316595968158
java.specification.version,sysinfo,,,"1.6",1316595968158
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1316595968158
java.version,sysinfo,,,"1.6.0_21",1316595968158
java.vm.info,sysinfo,,,"mixed mode",1316595968158
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1316595968158
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1316595968158
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1316595968158
java.vm.specification.version,sysinfo,,,"1.0",1316595968158
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1316595968158
java.vm.version,sysinfo,,,"17.0-b17",1316595968158
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316595969658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316595969677
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1316595969696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595972077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595976029
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1316595978556
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1316595978741
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.gnu.ui",1316595978784
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1316595978913
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.ui",1316595979061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595979188
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1316595984310
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1316595984426
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201106081058,"org.eclipse.cdt.msw.build",1316595984452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595985182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595987933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595992025
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1316595993981
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1316595993986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595994937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316595996159
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1316595996166
